name,year,domestic_gross,mojo_id,imdb_id
Flicka,2006.0,21000147.0,rl1045595649,tt0434215
A Prairie Home Companion,2006.0,20342852.0,rl2993391105,tt0420087
Pulse,2006.0,20264436.0,rl2070578689,tt0454919
Babel,2006.0,34302837.0,rl155551233,tt0449467
Beerfest,2006.0,19185184.0,rl1749321217,tt0486551
Akeelah and the Bee,2006.0,18848430.0,rl4064314881,tt0437800
The Marine,2006.0,18844784.0,rl1566803457,tt0419946
The Family Stone,2006.0,60062868.0,rl4082140673,tt0356680
Aquamarine,2006.0,18597342.0,rl1413645825,tt0429591
Ultraviolet,2006.0,18535812.0,rl1131841025,tt0370032
The Ringer,2006.0,35428675.0,rl510428673,tt0267891
School for Scoundrels,2006.0,17807569.0,rl3798959617,tt0462519
Just My Luck,2006.0,17326650.0,rl4250764801,tt0397078
Annapolis,2006.0,17127992.0,rl776111617,tt0417433
Capote,2006.0,28750530.0,rl2118682113,tt0379725
Harry Potter and the Goblet of Fire,2006.0,290013036.0,rl1466664449,tt0330373
An American Haunting,2006.0,16298046.0,rl3175319041,tt0429573
Marie Antoinette,2006.0,15962471.0,rl1499694593,tt0422720
Larry the Cable Guy: Health Inspector,2006.0,15680099.0,rl1868531201,tt0462395
See No Evil,2006.0,15032800.0,rl2054063617,tt0437179
Unaccompanied Minors,2006.0,16655224.0,rl3094775297,tt0488658
Tristan + Isolde,2006.0,14734633.0,rl4286023169,tt0375154
Syriana,2006.0,50824620.0,rl108365313,tt0365737
Everyone's Hero,2006.0,14523101.0,rl1115325953,tt0430779
Hollywoodland,2006.0,14426251.0,rl3447162369,tt0427969
One Night with the King,2006.0,13395961.0,rl2691073537,tt0430431
Friends with Money,2006.0,13368437.0,rl894797313,tt0436331
Flyboys,2006.0,13090630.0,rl508724737,tt0454824
How to Eat Fried Worms,2006.0,13040527.0,rl1062569473,tt0462346
Bon Cop Bad Cop,2006.0,12665721.0,rl1598457345,tt0479647
The New World2005 Re-release,2006.0,12712093.0,rl3345253889,tt0402399
Idlewild,2006.0,12571185.0,rl23692801,tt0417225
The Matador,2006.0,12594698.0,rl2305000961,tt0365485
Freedomland,2006.0,12512886.0,rl3981608449,tt0349467
The Protector,2006.0,12044087.0,rl409634305,tt0427954
Zoom,2006.0,11989328.0,rl930973185,tt0383060
End of the Spear,2006.0,11967000.0,rl4249978369,tt0399862
Dave Chappelle's Block Party,2006.0,11718595.0,rl3746006529,tt0425598
The Last Kiss,2006.0,11614790.0,rl2975827457,tt0434139
Something New,2006.0,11468568.0,rl3094382081,tt0437777
Material Girls,2006.0,11449638.0,rl2204337665,tt0433412
Bobby,2006.0,11242801.0,rl2051442177,tt0308055
Black Christmas,2006.0,16273581.0,rl2840036865,tt0454082
Mrs. Henderson Presents,2006.0,11036366.0,rl4049962497,tt0413015
Casanova,2006.0,11304403.0,rl3024651777,tt0402894
Magnificent Desolation: Walking on the Moon,2006.0,34137524.0,rl2791343617,tt0401623
Scoop,2006.0,10525717.0,rl3664741889,tt0457513
The Producers,2006.0,19398532.0,rl3328935425,tt0395251
Facing the Giants,2006.0,10178331.0,rl2756740609,tt0805526
The Fountain,2006.0,10144010.0,rl2891089409,tt0414993
Transamerica,2006.0,9015303.0,rl3178726913,tt0407265
The Nightmare Before Christmas2006 3D Release,2006.0,8700869.0,rl2806089217,tt0107688
Tenacious D in the Pick of Destiny,2006.0,8334575.0,rl3832907265,tt0365830
Hoot,2006.0,8117637.0,rl710444545,tt0453494
"Good Night, and Good Luck.",2006.0,31558003.0,rl3545531905,tt0433383
The Night Listener,2006.0,7836393.0,rl57116161,tt0448075
Slither,2006.0,7802450.0,rl963675649,tt0439815
The Return,2006.0,7749851.0,rl3379398145,tt0433442
Doogal,2006.0,7438000.0,rl290358785,tt0763304
A Good Year,2006.0,7459300.0,rl3461645825,tt0401445
All the King's Men,2006.0,7221458.0,rl574850561,tt0405676
American Dreamz,2006.0,7191830.0,rl1094944257,tt0465142
Phat Girlz,2006.0,7061128.0,rl1114146305,tt0490196
Crossover,2006.0,7009668.0,rl2689435137,tt0473024
Turistas,2006.0,7027762.0,rl544638465,tt0454970
Running Scared,2006.0,6855137.0,rl930055681,tt0404390
Running with Scissors,2006.0,7022827.0,rl678397441,tt0439289
Grandma's Boy,2006.0,6090172.0,rl374834689,tt0456554
Basic Instinct 2,2006.0,5971336.0,rl4014310913,tt0430912
Wild Safari - A South African Adventure,2006.0,16621530.0,rl3128657409,tt0457528
Wolf Creek,2006.0,16188180.0,rl3363538433,tt0416315
A Scanner Darkly,2006.0,5501616.0,rl4184835585,tt0405296
Roving Mars,2006.0,10407978.0,rl1130595841,tt0436595
For Your Consideration,2006.0,5549923.0,rl3058861569,tt0470765
Pride & Prejudice,2006.0,38405088.0,rl2389411329,tt0414387
The Three Burials of Melquiades Estrada,2006.0,5027684.0,rl2789312001,tt0419294
The World's Fastest Indian,2006.0,5128124.0,rl2054850049,tt0412080
The Libertine,2006.0,4835065.0,rl1197377025,tt0375920
Spider-Man 3,2007.0,336530303.0,rl913540609,tt0413300
Shrek the Third,2007.0,322719944.0,rl40994305,tt0413267
Transformers,2007.0,319246193.0,rl3010954753,tt0418279
Pirates of the Caribbean: At World's End,2007.0,309420425.0,rl4100490753,tt0449088
Harry Potter and the Order of the Phoenix,2007.0,292004738.0,rl1215006209,tt0373889
The Bourne Ultimatum,2007.0,227471070.0,rl2504427009,tt0440963
300,2007.0,210614939.0,rl3191965185,tt0416449
Ratatouille,2007.0,206445654.0,rl846038529,tt0382932
I Am Legend,2007.0,256393010.0,rl3394799105,tt0480249
The Simpsons Movie,2007.0,183135014.0,rl3195110913,tt0462538
Wild Hogs,2007.0,168273550.0,rl1098614273,tt0486946
Knocked Up,2007.0,148768917.0,rl4183590401,tt0478311
Alvin and the Chipmunks,2007.0,217326974.0,rl1799587329,tt0952640
Rush Hour 3,2007.0,140125968.0,rl560956929,tt0293564
Night at the Museum,2007.0,250863268.0,rl2103936513,tt0477347
Live Free or Die Hard,2007.0,134529403.0,rl3025110529,tt0337978
National Treasure: Book of Secrets,2007.0,219964115.0,rl2338620929,tt0465234
Fantastic Four: Rise of the Silver Surfer,2007.0,131921738.0,rl3679487489,tt0486576
American Gangster,2007.0,130164645.0,rl1195607553,tt0765429
Bee Movie,2007.0,126631277.0,rl1984202241,tt0389790
Superbad,2007.0,121463226.0,rl2272429569,tt0829482
I Now Pronounce You Chuck & Larry,2007.0,120059556.0,rl2303428097,tt0762107
Hairspray,2007.0,118871849.0,rl3428288001,tt0427327
Blades of Glory,2007.0,118594548.0,rl2202502657,tt0445934
Ocean's Thirteen,2007.0,117154724.0,rl442926593,tt0496806
Ghost Rider,2007.0,115802596.0,rl3579151873,tt0259324
Enchanted,2007.0,127807262.0,rl2521925121,tt0461770
Evan Almighty,2007.0,100462298.0,rl609256961,tt0413099
Meet the Robinsons,2007.0,97822171.0,rl711099905,tt0396555
Norbit,2007.0,95673607.0,rl2590475777,tt0477051
The Game Plan,2007.0,90648202.0,rl1247118849,tt0492956
Bridge to Terabithia,2007.0,82272442.0,rl390694401,tt0398808
Beowulf,2007.0,82280579.0,rl2789508609,tt0442933
Disturbia,2007.0,80209692.0,rl3947857409,tt0486822
1408,2007.0,71985628.0,rl373392897,tt0450385
Fred Claus,2007.0,72006777.0,rl4132603393,tt0486583
Dreamgirls,2007.0,103365956.0,rl3176039937,tt0443489
The Pursuit of Happyness,2007.0,163566459.0,rl1349158401,tt0454921
Saw IV,2007.0,63300095.0,rl2356119041,tt0890870
Stomp the Yard,2007.0,61356221.0,rl3866330625,tt0775539
The Golden Compass,2007.0,70107728.0,rl2572453377,tt0385752
Surf's Up,2007.0,58867694.0,rl3815933441,tt0423294
Halloween,2007.0,58272029.0,rl1012303361,tt0373883
Why Did I Get Married?,2007.0,55204525.0,rl1870366209,tt0906108
TMNT,2007.0,54149098.0,rl3564406273,tt0453556
3:10 to Yuma,2007.0,53606916.0,rl3057747457,tt0381849
Resident Evil: Extinction,2007.0,50648679.0,rl2406319617,tt0432021
Music and Lyrics,2007.0,50572589.0,rl795117057,tt0758766
Are We Done Yet?,2007.0,49662533.0,rl2791802369,tt0422774
This Christmas,2007.0,49121934.0,rl1349813761,tt0937375
Premonition,2007.0,47852604.0,rl2741732865,tt0477071
The Kingdom,2007.0,47536778.0,rl1214023169,tt0431197
Shooter,2007.0,47003582.0,rl896632321,tt0822854
Dan in Real Life,2007.0,47642963.0,rl558663169,tt0480242
License to Wed,2007.0,43799818.0,rl3160311297,tt0762114
Underdog,2007.0,43760605.0,rl2608236033,tt0467110
No Reservations,2007.0,43107979.0,rl2624030209,tt0481141
Because I Said So,2007.0,42674040.0,rl2017756673,tt0490084
No Country for Old Men,2007.0,74283625.0,rl1164412417,tt0477348
Epic Movie,2007.0,39739367.0,rl3746661889,tt0799949
30 Days of Night,2007.0,39569000.0,rl2990638593,tt0389722
Hitman,2007.0,39687694.0,rl2455340545,tt0465494
Michael Clayton,2007.0,49033882.0,rl1147307521,tt0465538
Fracture,2007.0,39015018.0,rl2521990657,tt0488120
Charlie Wilson's War,2007.0,66661095.0,rl290162177,tt0472062
Stardust,2007.0,38634938.0,rl1332971009,tt0486655
Pan's Labyrinth,2007.0,37634615.0,rl2842265089,tt0457430
The Brave One,2007.0,36793804.0,rl3611723265,tt0476964
The Heartbreak Kid,2007.0,36787257.0,rl1097762305,tt0408839
Freedom Writers,2007.0,36605602.0,rl3998385665,tt0463998
Smokin' Aces,2007.0,35787686.0,rl493913601,tt0475394
The Messengers,2007.0,35374833.0,rl2002945537,tt0425430
The Number 23,2007.0,35193167.0,rl3446113793,tt0481369
Good Luck Chuck,2007.0,35017297.0,rl3646195201,tt0452625
Children of Men,2007.0,35552383.0,rl1464567297,tt0206634
Breach,2007.0,33231264.0,rl3376842241,tt0401997
Zodiac,2007.0,33080084.0,rl1031636481,tt0443706
Balls of Fury,2007.0,32886940.0,rl2856683009,tt0424823
Mr. Bean's Holiday,2007.0,33302167.0,rl860128769,tt0453451
Daddy's Little Girls,2007.0,31366978.0,rl3511518721,tt0778661
Mr. Magorium's Wonder Emporium,2007.0,32061555.0,rl2170914305,tt0457419
August Rush,2007.0,31664162.0,rl3393357313,tt0426931
Charlotte's Web,2007.0,82985708.0,rl474711553,tt0413895
28 Weeks Later,2007.0,28638916.0,rl1296139777,tt0463854
We Own the Night,2007.0,28563179.0,rl2792916481,tt0498399
Mr. Brooks,2007.0,28549298.0,rl2506458625,tt0780571
Sweeney Todd: The Demon Barber of Fleet Street,2007.0,52898073.0,rl3329394177,tt0408236
The Queen,2007.0,56441711.0,rl1198163457,tt0436697
Aliens vs. Predator: Requiem,2007.0,41797066.0,rl793085441,tt0758730
Juno,2007.0,143495265.0,rl2539488769,tt0467406
Hannibal Rising,2007.0,27670986.0,rl2222622209,tt0367959
The Nanny Diaries,2007.0,25930652.0,rl2791605761,tt0489237
Mr. Woodcock,2007.0,25799486.0,rl3949299201,tt0419984
Nancy Drew,2007.0,25612520.0,rl2741274113,tt0479500
The Mist,2007.0,25594957.0,rl3479340545,tt0884328
P.S. I Love You,2007.0,53695808.0,rl325748225,tt0431308
The Reaping,2007.0,25126214.0,rl342722049,tt0444682
Grindhouse,2007.0,25037897.0,rl2841085441,tt0462322
The Good Shepherd,2007.0,59952835.0,rl3360982529,tt0343737
Sicko,2007.0,24540079.0,rl1953596929,tt0386032
Across the Universe,2007.0,24343673.0,rl188974593,tt0445922
Perfect Stranger,2007.0,23984949.0,rl1919452673,tt0457433
Hot Fuzz,2007.0,23637265.0,rl22578689,tt0425112
War,2007.0,22486409.0,rl980977153,tt0499556
Rocky Balboa,2007.0,70270943.0,rl3077342721,tt0479143
Happy Feet,2007.0,198000317.0,rl2069267969,tt0366548
Blood Diamond,2007.0,57377916.0,rl3360130561,tt0450259
The Last Mimzy,2007.0,21471047.0,rl2170717697,tt0768212
Amazing Grace,2007.0,21250683.0,rl1531151873,tt0454776
The Hills Have Eyes 2,2007.0,20804166.0,rl3059320321,tt0800069
The Invisible,2007.0,20578909.0,rl2103084545,tt0435670
Reno 911!: Miami,2007.0,20342161.0,rl2792195585,tt0499554
Gone Baby Gone,2007.0,20300218.0,rl2153022977,tt0452623
Reign Over Me,2007.0,19661987.0,rl2959967745,tt0490204
Vacancy,2007.0,19363565.0,rl544835073,tt0452702
Georgia Rule,2007.0,19103072.0,rl3042215425,tt0791304
Waitress,2007.0,19074800.0,rl4084827649,tt0473308
The Water Horse,2007.0,40946255.0,rl2138605057,tt0760329
Becoming Jane,2007.0,18670946.0,rl2068088321,tt0416508
Eragon,2007.0,75030163.0,rl3545335297,tt0449010
We Are Marshall,2007.0,43545364.0,rl1383630337,tt0758794
Next,2007.0,18211013.0,rl1046971905,tt0435705
Hostel: Part II,2007.0,17609452.0,rl324568577,tt0498353
Eastern Promises,2007.0,17266000.0,rl810649089,tt0765443
Into the Wild,2007.0,18354356.0,rl257590785,tt0758758
Notes on a Scandal,2007.0,17510118.0,rl4234642945,tt0465551
Dead Silence,2007.0,16809076.0,rl2672592385,tt0455760
The Hitcher,2007.0,16472961.0,rl2673444353,tt0455960
Elizabeth: The Golden Age,2007.0,16383509.0,rl2522121729,tt0414055
Happily N'Ever After,2007.0,15589393.0,rl39224833,tt0308353
Catch and Release,2007.0,15539051.0,rl2454226433,tt0395495
Alpha Dog,2007.0,15309602.0,rl1900250625,tt0426883
Arthur and the Invisibles,2007.0,15132763.0,rl2604828161,tt0344854
The Invasion,2007.0,15074191.0,rl2893645313,tt0427392
Lions for Lambs,2007.0,15002854.0,rl3529410049,tt0891527
The Great Debaters,2007.0,30236407.0,rl1884784129,tt0427309
The Nightmare Before Christmas2008 3D Release,2007.0,14486897.0,rl426214913,tt0107688
Babel,2007.0,34302837.0,rl155551233,tt0449467
Awake,2007.0,14377198.0,rl541427201,tt0211933
The Last King of Scotland,2007.0,17606684.0,rl2992604673,tt0455590
Hot Rod,2007.0,13938332.0,rl106464769,tt0787475
Firehouse Dog,2007.0,13932383.0,rl2522056193,tt0476995
Casino Royale,2007.0,167445960.0,rl3428484609,tt0381061
The Namesake,2007.0,13569248.0,rl2909046273,tt0433416
Letters from Iwo Jima,2007.0,13756082.0,rl1231914497,tt0498380
The Comebacks,2007.0,13349927.0,rl2907342337,tt0790804
Daddy Day Camp,2007.0,13235267.0,rl3696068097,tt0462244
The Holiday,2007.0,63224849.0,rl4200171009,tt0457939
Walk Hard: The Dewey Cox Story,2007.0,18317151.0,rl3631842817,tt0841046
Shoot 'Em Up,2007.0,12807139.0,rl712082945,tt0465602
I Think I Love My Wife,2007.0,12550605.0,rl3076163073,tt0770772
Evening,2007.0,12492481.0,rl642811393,tt0765447
Atonement,2007.0,50927067.0,rl3745678849,tt0783233
The Departed,2007.0,132384315.0,rl508528129,tt0407887
Deep Sea,2007.0,46412757.0,rl3226240513,tt0424942
Sydney White,2007.0,11892415.0,rl209028609,tt0815244
The Darjeeling Limited,2007.0,11902715.0,rl474777089,tt0838221
The Lives of Others,2007.0,11286112.0,rl274826753,tt0405094
In the Land of Women,2007.0,11052958.0,rl3915089409,tt0419843
The Astronaut Farmer,2007.0,11003643.0,rl3963782657,tt0469263
Dragon Wars: D-War,2007.0,10977721.0,rl1263437313,tt0372873
Primeval,2007.0,10597734.0,rl4167796225,tt0772193
La Vie En Rose,2007.0,10301706.0,rl3915351553,tt0450188
Pathfinder,2007.0,10232081.0,rl3362358785,tt0446013
Bratz,2007.0,10010209.0,rl3578168833,tt0804452
Rendition,2007.0,9736045.0,rl2758641153,tt0804522
Death Sentence,2007.0,9534258.0,rl4098655745,tt0804461
Once,2007.0,9439923.0,rl1214678529,tt0907657
Black Snake Moan,2007.0,9396870.0,rl2470938113,tt0462200
A Mighty Heart,2007.0,9176787.0,rl2774697473,tt0829459
The Seeker: The Dark Is Rising,2007.0,8794452.0,rl206341633,tt0484562
Death at a Funeral,2007.0,8580428.0,rl4182541825,tt0795368
Apocalypto,2007.0,50866635.0,rl1799521793,tt0472043
Code Name: The Cleaner,2007.0,8135024.0,rl894076417,tt0462229
Delta Farce,2007.0,8130530.0,rl592414209,tt0800003
Space Station 3D,2007.0,93383953.0,rl3866134017,tt0290296
Volver,2007.0,12899867.0,rl2490992129,tt0441909
Bella,2007.0,8070537.0,rl1178895873,tt0482463
The Painted Veil,2007.0,8060487.0,rl1114211841,tt0446755
El cantante,2007.0,7556712.0,rl1632732673,tt0458522
Martian Child,2007.0,7500310.0,rl3110307329,tt0415965
I Know Who Killed Me,2007.0,7498716.0,rl207324673,tt0897361
The Condemned,2007.0,7371706.0,rl4064970241,tt0443473
The Hoax,2007.0,7164995.0,rl2304345601,tt0462338
Pride,2007.0,7057600.0,rl677938689,tt0475355
Bug,2007.0,7025810.0,rl2605286913,tt0470705
Redline,2007.0,6881022.0,rl1483572737,tt0780595
In the Valley of Elah,2007.0,6777741.0,rl3528951297,tt0478134
Before the Devil Knows You're Dead,2007.0,7084227.0,rl1615103489,tt0292963
The Last Legion,2007.0,5933494.0,rl2287044097,tt0462396
Feel the Noise,2007.0,5898393.0,rl2102625793,tt0756703
The Kite Runner,2007.0,15800078.0,rl2539423233,tt0419887
Sea Monsters: A Prehistoric Adventure,2007.0,23746066.0,rl1013876225,tt1027743
Lucky You,2007.0,5758950.0,rl2137032193,tt0338216
Who's Your Caddy?,2007.0,5713425.0,rl1786480129,tt0785077
Lars and the Real Girl,2007.0,5972884.0,rl1633650177,tt0805564
Magnificent Desolation: Walking on the Moon,2007.0,34137524.0,rl2791343617,tt0401623
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007.0,5520368.0,rl1430423041,tt0455326
Rescue Dawn,2007.0,5490423.0,rl2288879105,tt0462504
The Perfect Holiday,2007.0,5812781.0,rl1366590977,tt0841032
The Dark Knight,2008.0,533345358.0,rl3729098241,tt0468569
Iron Man,2008.0,318604126.0,rl1482327553,tt0371746
Indiana Jones and the Kingdom of the Crystal Skull,2008.0,317101119.0,rl2321253889,tt0367882
Hancock,2008.0,227946274.0,rl746030593,tt0448157
WALL·E,2008.0,223808164.0,rl3615065601,tt0910970
Kung Fu Panda,2008.0,215434591.0,rl3562833409,tt0441773
Madagascar: Escape 2 Africa,2008.0,180010950.0,rl1382057473,tt0479952
Twilight,2008.0,192769854.0,rl58099201,tt1099212
Quantum of Solace,2008.0,168368427.0,rl3445261825,tt0830515
Horton Hears a Who!,2008.0,154529439.0,rl509117953,tt0451079
Sex and the City,2008.0,152647258.0,rl3211691521,tt1000774
Mamma Mia!,2008.0,144130063.0,rl3697313281,tt0795421
The Chronicles of Narnia: Prince Caspian,2008.0,141621490.0,rl2640610817,tt0499448
The Incredible Hulk,2008.0,134806913.0,rl2791015937,tt0800080
Wanted,2008.0,134508551.0,rl3329852929,tt0493464
Get Smart,2008.0,130319208.0,rl3914696193,tt0425061
Juno,2008.0,143495265.0,rl2539488769,tt0467406
Four Christmases,2008.0,120146040.0,rl2689762817,tt0369436
Tropic Thunder,2008.0,110515313.0,rl3782706689,tt0942385
Bolt,2008.0,114053579.0,rl1531348481,tt0397892
The Mummy: Tomb of the Dragon Emperor,2008.0,102491776.0,rl3596977665,tt0859163
Journey to the Center of the Earth,2008.0,101704370.0,rl1314752001,tt0373051
Eagle Eye,2008.0,101440743.0,rl3427698177,tt1059786
Step Brothers,2008.0,100468793.0,rl3983771137,tt0838283
You Don't Mess with the Zohan,2008.0,100018837.0,rl2457503233,tt0960144
"10,000 BC",2008.0,94784201.0,rl977372673,tt0443649
Beverly Hills Chihuahua,2008.0,94514402.0,rl4084237825,tt1014775
The Bucket List,2008.0,93466502.0,rl2873722369,tt0825232
High School Musical 3: Senior Year,2008.0,90559416.0,rl2807596545,tt0962726
Pineapple Express,2008.0,87341380.0,rl2489878017,tt0910936
National Treasure: Book of Secrets,2008.0,219964115.0,rl2338620929,tt0465234
21,2008.0,81159365.0,rl1514243585,tt0478087
What Happens in Vegas,2008.0,80277646.0,rl4252534273,tt1033643
Jumper,2008.0,80172128.0,rl2556265985,tt0489099
Cloverfield,2008.0,80048433.0,rl2019919361,tt1060277
27 Dresses,2008.0,76808654.0,rl1229030913,tt0988595
Hellboy II: The Golden Army,2008.0,75986503.0,rl844727809,tt0411477
Marley & Me,2008.0,143153751.0,rl1466140161,tt0822832
Vantage Point,2008.0,72266306.0,rl41518593,tt0443274
The Spiderwick Chronicles,2008.0,71195053.0,rl728991233,tt0416236
Alvin and the Chipmunks,2008.0,217326974.0,rl1799587329,tt0952640
Fool's Gold,2008.0,70231041.0,rl1918010881,tt0770752
The Day the Earth Stood Still,2008.0,79366978.0,rl1548518913,tt0970416
Role Models,2008.0,67294270.0,rl2909570561,tt0430922
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008.0,65281781.0,rl508986881,tt1127884
The Happening,2008.0,64506874.0,rl257328641,tt0949731
Forgetting Sarah Marshall,2008.0,63172463.0,rl1297253889,tt0800039
Baby Mama,2008.0,60494212.0,rl2017822209,tt0871426
Burn After Reading,2008.0,60355347.0,rl4081681921,tt0887883
Yes Man,2008.0,97690976.0,rl2860156417,tt1068680
Step Up 2: The Streets,2008.0,58017783.0,rl3648226817,tt1023481
I Am Legend,2008.0,256393010.0,rl3394799105,tt0480249
Saw V,2008.0,56746769.0,rl2372896257,tt1132626
Bedtime Stories,2008.0,110101975.0,rl1933870593,tt0960731
The Curious Case of Benjamin Button,2008.0,127509326.0,rl4098721281,tt0421715
The Strangers,2008.0,52597610.0,rl259163649,tt0482606
The Forbidden Kingdom,2008.0,52075270.0,rl1632798209,tt0865556
The House Bunny,2008.0,48237389.0,rl190547457,tt0852713
Nim's Island,2008.0,48006762.0,rl1617397249,tt0410377
Made of Honor,2008.0,46012734.0,rl1180730881,tt0866439
Seven Pounds,2008.0,69951824.0,rl1148093953,tt0814314
College Road Trip,2008.0,45610425.0,rl1179289089,tt0997047
Australia,2008.0,49554002.0,rl977634817,tt0455824
The Sisterhood of the Traveling Pants 2,2008.0,44089964.0,rl2305918465,tt1018785
Speed Racer,2008.0,43945766.0,rl947095041,tt0811080
Prom Night,2008.0,43869350.0,rl929728001,tt0926129
Rambo,2008.0,42754105.0,rl3731523073,tt0462499
"Welcome Home, Roscoe Jenkins",2008.0,42436517.0,rl4148463105,tt0494652
Meet the Browns,2008.0,41975388.0,rl811763201,tt1047494
Nights in Rodanthe,2008.0,41850659.0,rl1919387137,tt0956038
Valkyrie,2008.0,83077833.0,rl460948993,tt0985699
Max Payne,2008.0,40689393.0,rl3999499777,tt0467197
Righteous Kill,2008.0,40081410.0,rl409765377,tt1034331
There Will Be Blood,2008.0,40222514.0,rl41190913,tt0469494
Lakeview Terrace,2008.0,39263506.0,rl207586817,tt0947802
Body of Lies,2008.0,39394666.0,rl1766229505,tt0758774
Atonement,2008.0,50927067.0,rl3745678849,tt0783233
Meet the Spartans,2008.0,38233676.0,rl727877121,tt1073498
Harold & Kumar Escape from Guantanamo Bay,2008.0,38108728.0,rl1465288193,tt0481536
First Sunday,2008.0,37931869.0,rl4099114497,tt0486578
The Secret Life of Bees,2008.0,37770162.0,rl309233153,tt0416212
The Family That Preys,2008.0,37105289.0,rl3947922945,tt1142798
Death Race,2008.0,36316032.0,rl4081878529,tt0452608
Changeling,2008.0,35739802.0,rl944473601,tt0824747
Star Wars: The Clone Wars,2008.0,35161554.0,rl508200449,tt1185834
The Tale of Despereaux,2008.0,50877145.0,rl1366656513,tt0420238
Semi-Pro,2008.0,33479698.0,rl1953400321,tt0839980
Fireproof,2008.0,33456317.0,rl2337506817,tt1129423
Drillbit Taylor,2008.0,32862104.0,rl2924381697,tt0817538
No Country for Old Men,2008.0,74283625.0,rl1164412417,tt0477348
"Definitely, Maybe",2008.0,32241649.0,rl1028621825,tt0832266
The Love Guru,2008.0,32235793.0,rl3579938305,tt0811138
Quarantine,2008.0,31691811.0,rl1147831809,tt1082868
Transporter 3,2008.0,31715062.0,rl2826405377,tt1129442
Nick and Norah's Infinite Playlist,2008.0,31487293.0,rl560432641,tt0981227
The Eye,2008.0,31418697.0,rl3176171009,tt0406759
Leatherheads,2008.0,31373938.0,rl3428812289,tt0379865
Zack and Miri Make a Porno,2008.0,31457946.0,rl3665462785,tt1007028
Mirrors,2008.0,30691439.0,rl3999434241,tt0790686
Space Chimps,2008.0,30105968.0,rl3765470721,tt0482603
The Bank Job,2008.0,30060660.0,rl2353366529,tt0200465
Untraceable,2008.0,28687835.0,rl3463874049,tt0880578
P.S. I Love You,2008.0,53695808.0,rl325748225,tt0431308
Charlie Wilson's War,2008.0,66661095.0,rl290162177,tt0472062
The Women,2008.0,26902075.0,rl813336065,tt0430770
One Missed Call,2008.0,26890041.0,rl2892400129,tt0479968
The Other Boleyn Girl,2008.0,26814957.0,rl577340929,tt0467200
Street Kings,2008.0,26418667.0,rl1818723841,tt0421073
Shutter,2008.0,25928550.0,rl2037483009,tt0482599
Superhero Movie,2008.0,25881068.0,rl4268918273,tt0426592
W.,2008.0,25534493.0,rl2373551617,tt1175491
Never Back Down,2008.0,24850922.0,rl3931473409,tt1023111
Sweeney Todd: The Demon Barber of Fleet Street,2008.0,52898073.0,rl3329394177,tt0408236
Traitor,2008.0,23530831.0,rl3145172481,tt0988047
Vicky Cristina Barcelona,2008.0,23216709.0,rl1450804737,tt0497465
Babylon A.D.,2008.0,22532572.0,rl105219585,tt0364970
Slumdog Millionaire,2008.0,141319928.0,rl1047561729,tt1010048
The Water Horse,2008.0,40946255.0,rl2138605057,tt0760329
The X Files: I Want to Believe,2008.0,20982478.0,rl1517979137,tt0443701
Mad Money,2008.0,20668843.0,rl2858452481,tt0951216
Appaloosa,2008.0,20211394.0,rl1682081281,tt0800308
Igor,2008.0,19528602.0,rl307987969,tt0465502
My Best Friend's Girl,2008.0,19219250.0,rl526681601,tt1046163
Kit Kittredge: An American Girl,2008.0,17657973.0,rl2455537153,tt0846308
The Ruins,2008.0,17432844.0,rl3362555393,tt0963794
88 Minutes,2008.0,17213467.0,rl3242296833,tt0411061
Swing Vote,2008.0,16289867.0,rl276137473,tt1027862
Pride and Glory,2008.0,15740721.0,rl2171307521,tt0482572
Enchanted,2008.0,127807262.0,rl2521925121,tt0461770
The Great Debaters,2008.0,30236407.0,rl1884784129,tt0427309
Bangkok Dangerous,2008.0,15298133.0,rl2537915905,tt0814022
Milk,2008.0,31841299.0,rl2975237633,tt1013753
Sea Monsters: A Prehistoric Adventure,2008.0,23746066.0,rl1013876225,tt1027743
Disaster Movie,2008.0,14190901.0,rl208897537,tt1213644
The Duchess,2008.0,13848978.0,rl4199450113,tt0864761
Aliens vs. Predator: Requiem,2008.0,41797066.0,rl793085441,tt0758730
The Haunting of Molly Hartley,2008.0,13559812.0,rl2706802177,tt1045655
Ghost Town,2008.0,13367624.0,rl3243607553,tt0995039
The Spirit,2008.0,19806188.0,rl628327937,tt0831887
Religulous,2008.0,13011160.0,rl3060631041,tt0815241
The Pirates Who Don't Do Anything,2008.0,12981269.0,rl4150822401,tt0475998
Under the Same Moon,2008.0,12590147.0,rl2507572737,tt0796307
Fly Me to the Moon 3D,2008.0,13816982.0,rl391284225,tt0486321
Miss Pettigrew Lives for a Day,2008.0,12313694.0,rl3412231681,tt0970468
Soul Men,2008.0,12082391.0,rl2221966849,tt1111948
Doubt,2008.0,33446470.0,rl2068743681,tt0918927
Meet Dave,2008.0,11803254.0,rl3128133121,tt0765476
The Longshots,2008.0,11537046.0,rl979076609,tt1091751
Be Kind Rewind,2008.0,11175164.0,rl1296336385,tt0799934
Doomsday,2008.0,11008770.0,rl340690433,tt0483607
Stop-Loss,2008.0,10915744.0,rl762480129,tt0489281
The Golden Compass,2008.0,70107728.0,rl2572453377,tt0385752
